Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,30.896240234375,33.62960604727621,25.53700130653391,27.579347988281896,855215656
1,2007-10-08,29.3145751953125,31.94044832271491,29.130302593015134,31.94044832271491,126671715
2,2007-10-09,31.31084442138672,31.58725116900844,27.74825699210877,29.329921759876378,116725709
3,2007-10-10,31.602603912353516,32.24755569269947,31.32619719665519,32.12470664355446,67931378
4,2007-10-11,35.13447952270508,36.85434961576896,31.326198423076104,36.85434961576896,106320954
5,2007-10-12,34.904151916503906,36.20941028675012,34.09028576581861,34.39740538234713,99410791
6,2007-10-15,35.36482238769531,35.84086017213798,35.05770284892276,35.62587482876705,41814972
7,2007-10-16,38.97348403930664,39.58772739387044,35.16520190069811,35.41089591006275,138614496
8,2007-10-17,42.01396560668945,42.9967456752083,32.585391597224636,35.01163731131196,204876259
9,2007-10-18,40.53978729248047,45.899024889583366,38.80456273823558,42.6896240555813,146617799
10,2007-10-19,40.40159606933594,42.044686838048165,38.38996009743683,39.61843855395792,110266491
11,2007-10-22,39.8641357421875,41.10796848190724,38.54351893528964,39.587728929536034,72253405
12,2007-10-23,42.70499801635742,43.08889757753917,40.84692164089166,40.84692164089166,74594921
13,2007-10-24,42.04467010498047,44.07165958464801,41.568632393187684,43.61097618122044,63055170
14,2007-10-25,41.95253372192383,42.93531780824536,37.053975930549925,40.61656303649686,34522489
15,2007-10-26,43.21172332763672,43.90274219752356,41.537920398792004,42.68961851527008,62370025
16,2007-10-29,44.08702850341797,45.146592767848155,43.703129011316605,43.9181143931238,43657697
17,2007-10-30,45.06980514526367,46.28292483305114,43.36528919311174,44.68590571895585,79921711
18,2007-10-31,46.00651550292969,47.02001243097325,45.14658250238527,45.30014226430928,44655368
19,2007-11-01,44.97767639160156,47.49605883238033,44.60913536296465,47.14287211784552,50632492
20,2007-11-02,45.79154586791992,46.0679568666004,42.99675640969912,43.34994731566271,32001693
21,2007-11-05,46.72825622558594,47.7571076619388,45.4844194148635,45.76083037207467,38833135
22,2007-11-06,47.342506408691406,50.33692304031315,46.697554301072884,47.542133351017476,81880281
23,2007-11-07,46.651466369628906,48.893437181041655,45.60726084329386,48.217776741919,33593141
24,2007-11-08,45.85296630859375,47.09680316618649,44.8394733125488,45.45371250180661,27990521
25,2007-11-12,46.958595275878906,47.787819805112,43.25780185091003,44.4709258537555,35153735
26,2007-11-13,48.07958221435547,49.04700808107516,46.236864690860436,47.757108313974236,43830531
27,2007-11-14,47.44999694824219,49.599834431482215,47.204298736525864,48.92416955623323,36738579
28,2007-11-15,48.248504638671875,49.09308357628662,47.342500112090974,48.34063885654476,29242252
29,2007-11-16,47.910648345947266,49.00092076474798,47.35783081757319,48.033495297061194,18895294
30,2007-11-19,49.64589309692383,51.442543521037294,48.63240012207829,49.00094112857848,40716718
31,2007-11-20,48.87808609008789,50.82829598765868,48.27920132532411,49.446258067965644,26342171
32,2007-11-21,45.06980514526367,49.461612915994934,43.97952827520425,49.169851851346216,26814499
33,2007-11-22,43.51884460449219,46.405771333613096,41.63006044936625,44.59376289048297,34096185
34,2007-11-23,46.40577697753906,46.68218373729576,43.795256657063334,46.375064189660435,27664090
35,2007-11-26,46.77431869506836,48.12564389349702,46.40577773126537,48.12564389349702,20159123
36,2007-11-27,45.62261962890625,47.572829589385215,45.146585996331076,47.572829589385215,20573198
37,2007-11-28,44.94696044921875,46.83574923027845,44.63984086408072,46.62076385445144,16435311
38,2007-11-29,43.73384475708008,46.31364868509624,43.165672637287045,46.06795465979046,25530967
39,2007-11-30,45.42299270629883,45.69939946573559,43.91810775774273,44.5323468523024,18437721
40,2007-12-03,46.06793975830078,46.63611169430855,45.622614795208875,45.975801404432616,16851227
41,2007-12-04,45.469058990478516,46.75896273216917,45.1312266614095,46.375063304948775,14008727
42,2007-12-05,47.28105926513672,47.449977497494174,45.45370065280162,45.54583484094204,27725290
43,2007-12-06,46.40577697753906,49.031647443590906,45.80689219341999,48.3099156735328,24104710
44,2007-12-07,46.20615005493164,47.357848461151725,45.37692970179868,46.697542208034044,11742386
45,2007-12-10,46.25221633911133,46.82038415915534,45.65333156618744,46.65147007734367,8330010
46,2007-12-11,46.0372314453125,46.927877292430466,45.80689178663154,46.666824846143626,11685950
47,2007-12-12,46.00651550292969,46.42112769323955,45.14658250238527,45.453702026233294,16342131
48,2007-12-13,45.23871994018555,46.68218347210167,45.069805856175876,46.06794438032041,14620172
49,2007-12-14,44.793399810791016,45.49977734261516,44.56306012628713,45.08516507739297,10991851
50,2007-12-17,42.09074783325195,45.30014900096923,41.46115021638992,45.05445084600755,19355678
51,2007-12-18,41.90647506713867,43.30386743584714,40.601216902635436,41.61470981119589,21607783
52,2007-12-19,41.13867950439453,43.62634904230106,40.785492805348014,43.257803864249695,19526912
53,2007-12-20,40.72406005859375,42.01396378935012,40.539787501974935,41.67613146314485,17105204
54,2007-12-24,41.9678840637207,42.62819004114553,41.000454473959145,41.33828669851285,16711519
55,2007-12-26,43.2424430847168,43.764547981289134,42.198237457147584,42.198237457147584,20930094
56,2007-12-27,43.54957962036133,44.747345488800626,43.18103435365213,44.13310615467,44565277
57,2007-12-28,43.887393951416016,44.07166650862264,42.99674395251322,43.457423262742104,18354518
58,2007-12-31,44.2098503112793,44.47090265024202,43.672391328651095,44.22520878155576,11982308
59,2008-01-01,45.02374267578125,45.43835497029173,44.02560397242232,44.4402162669328,16687746
60,2008-01-02,44.778038024902344,45.36156429514377,44.11773187264033,45.02373198113815,13437280
61,2008-01-03,46.620758056640625,46.8050306179223,43.96417480868754,44.50163401584006,31815218
62,2008-01-04,46.375064849853516,47.91066260989083,46.067945297846045,47.2964235058759,28011310
63,2008-01-07,45.99117660522461,47.05073681822798,45.49978436928064,46.08331082702436,15858063
64,2008-01-08,44.42485427856445,46.682183789314564,43.88739506960373,46.0372319054466,13282666
65,2008-01-09,43.71847152709961,44.6705428437045,43.6109788652035,44.470915994797416,13113527
66,2008-01-10,42.67427062988281,45.14658545806317,42.3825053968957,43.918107282244485,18023003
67,2008-01-11,43.3192253112793,43.733837555589446,41.614709232576615,43.257799732279395,11629440
68,2008-01-14,43.979515075683594,44.44019424898987,42.70497019598439,43.3959889559438,10264240
69,2008-01-15,42.6435661315918,44.87018325808154,42.290379420505225,44.685914828350256,11558334
70,2008-01-16,41.76826095581055,42.68961946958983,40.708701164309296,42.33643287242275,14834065
71,2008-01-17,42.889259338378906,43.84133083237323,41.03118345247894,41.92182936663786,16169395
