Date,Close,High,Low,Open,Volume
,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
2007-10-05,30.896238327026367,33.62960397118596,25.53699973003256,27.579346285698307,855215656
2007-10-08,29.31456756591797,31.940440009912148,29.13029501157929,31.940440009912148,126671715
2007-10-09,31.310842514038086,31.58724924482206,27.748255301780677,29.329919973198724,116725709
2007-10-10,31.602619171142578,32.24757126289272,31.326212321985892,32.1247221544321,67931378
2007-10-11,35.13449478149414,36.85436562149196,31.326212027941192,36.85436562149196,106320954
2007-10-12,34.904144287109375,36.209402372050526,34.09027831431998,34.397397863717906,99410791
2007-10-15,35.364830017089844,35.840867904230045,35.05771041206116,35.62588251447947,41814972
2007-10-16,38.973480224609375,39.587723519051465,35.165198458752826,35.41089244406911,138614496
2007-10-17,42.01396942138672,42.996749579138005,32.58539455584572,35.011640490226284,204876259
2007-10-18,40.539794921875,45.899033527560846,38.804570041069134,42.689632089564846,146617799
2007-10-19,40.4015998840332,42.044690807885196,38.3899637221965,39.61844229470987,110266491
2007-10-22,39.8641242980957,41.1079566807392,38.543507870317065,39.58771756479438,72253405
2007-10-23,42.70498275756836,43.08888218158015,40.846907046006045,40.846907046006045,74594921
2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
2007-10-25,41.95252990722656,42.93531390418463,37.05397256127308,40.61655934327793,34522489
2007-10-26,43.21173095703125,43.90274994892331,41.5379277326625,42.689626052482595,62370025
2007-10-29,44.08702850341797,45.146592767848155,43.703129011316605,43.9181143931238,43657697
2007-10-30,45.06981658935547,46.2829365851774,43.36530020439411,44.6859170655682,79921711
2007-10-31,46.006526947021484,47.02002412717177,45.14659373256927,45.300153532691176,44655368
2007-11-01,44.97766876220703,47.496050775802026,44.609127796084344,47.14286412117695,50632492
2007-11-02,45.79155731201172,46.06796837977204,42.99676715532515,43.3499581495572,32001693
2007-11-05,46.72825241088867,47.75710376325044,45.4844157017078,45.760826636353954,38833135
2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
2007-11-07,46.65147399902344,48.89344517708875,45.60726830191871,48.21778462746839,33593141
2007-11-08,45.85295486450195,47.09679141165494,44.839462121406974,45.45370115736152,27990521
2007-11-12,46.95858383178711,47.78780815893321,43.25779130872382,44.47091501592369,35153735
2007-11-13,48.0795783996582,49.047004189621056,46.2368610223668,47.75710452486248,43830531
2007-11-14,47.44997024536133,49.599806518762406,47.204272171913715,48.92414202374946,36738579
2007-11-15,48.24849319458008,49.093071931868636,47.34248888289493,48.34062739059959,29242252
2007-11-16,47.91067123413086,49.00094417378354,47.35785344166123,48.03351824393202,18895294
2007-11-19,49.6458854675293,51.44253561554027,48.63239264843356,49.00093359829775,40716718
2007-11-20,48.87808609008789,50.82829598765868,48.27920132532411,49.446258067965644,26342171
2007-11-21,45.06981658935547,49.46162547525133,43.97953944245375,49.16986433651886,26814499
2007-11-22,43.518856048583984,46.40578353687611,41.630071396767015,44.59377461724457,34096185
2007-11-23,46.405792236328125,46.68219908697076,43.79527105748128,46.37507943835076,27664090
2007-11-26,46.77431106567383,48.125636043686825,46.405770161983845,48.125636043686825,20159123
2007-11-27,45.62263488769531,47.572845500435,45.14660109590753,47.572845500435,20573198
2007-11-28,44.94695281982422,46.83574128027682,44.63983328681733,46.62075594094189,16435311
2007-11-29,43.73384475708008,46.31364868509624,43.165672637287045,46.06795465979046,25530967
2007-11-30,45.42298889160156,45.69939562782523,43.91810406942817,44.532343112403034,18437721
2007-12-03,46.06794738769531,46.636119417799065,45.62262235085234,45.97580901856795,16851227
2007-12-04,45.469058990478516,46.75896273216917,45.1312266614095,46.375063304948775,14008727
2007-12-05,47.281063079833984,47.44998132581998,45.45370432006521,45.54583851563914,27725290
2007-12-06,46.405792236328125,49.03166356579841,45.806907255288394,48.30993155842604,24104710
2007-12-07,46.20615005493164,47.357848461151725,45.37692970179868,46.697542208034044,11742386
2007-12-10,46.25221633911133,46.82038415915534,45.65333156618744,46.65147007734367,8330010
2007-12-11,46.037235260009766,46.927881180927656,45.8068955822426,46.666828713009714,11685950
2007-12-12,46.006526947021484,46.42113924046586,45.14659373256927,45.45371333281309,16342131
2007-12-13,45.23870849609375,46.682171662855225,45.06979445481448,46.06793272645875,14620172
2007-12-14,44.793399810791016,45.49977734261516,44.56306012628713,45.08516507739297,10991851
2007-12-17,42.09074020385742,45.300140789836696,41.461142701116636,45.05444267941041,19355678
2007-12-18,41.90646743774414,43.30385955204663,40.60120951087314,41.614702234919456,21607783
2007-12-19,41.138675689697266,43.62634499692779,40.785489023400956,43.25779985305079,19526912
2007-12-20,40.724056243896484,42.013959853825206,40.53978370453881,41.6761275592653,17105204
2007-12-24,41.96791458129883,42.62822103887508,41.00048428805629,41.338316758269784,16711519
2007-12-26,43.242435455322266,43.764540259778066,42.1982300119854,42.1982300119854,20930094
2007-12-27,43.549560546875,44.74732589072666,43.18101544157822,44.13308682561553,44565277
2007-12-28,43.88740539550781,44.07167800076541,42.99675516435882,43.45743459471459,18354518
2007-12-31,44.20987319946289,44.47092567357681,43.672413938583134,44.225231677690694,11982308
2008-01-01,45.02373123168945,45.43834342081418,44.02559278203646,44.44020497116119,16687746
2008-01-02,44.77806091308594,45.36158748159538,44.11775442331006,45.0237549949076,13437280
2008-01-03,46.620765686035156,46.80503827747266,43.96418200333749,44.50164129844414,31815218
2008-01-04,46.375064849853516,47.91066260989083,46.067945297846045,47.2964235058759,28011310
2008-01-07,45.99116897583008,47.0507290130649,45.4997768214023,46.08330318234586,15858063
2008-01-08,44.42485809326172,46.682187797845415,43.88739883815017,46.03723585859639,13282666
2008-01-09,43.718467712402344,44.67053894593334,43.61097505988561,44.470912114444886,13113527
2008-01-10,42.67428970336914,45.14660563656342,42.38252433997605,43.91812691167004,18023003
2008-01-11,43.319217681884766,43.73382985317328,41.614701903381956,43.257792113703154,11629440
2008-01-14,43.97953414916992,44.44021352226825,42.704988716713046,43.39600777636055,10264240
2008-01-15,42.64356994628906,44.870187271961726,42.29038320360803,44.68591882574664,11558334
2008-01-16,41.76826477050781,42.68962336843481,40.708704882236916,42.33643673901118,14834065
2008-01-17,42.88925552368164,43.84132693299592,41.03117980304443,41.92182563798667,16169395
2008-01-18,40.89297103881836,42.58212820414808,40.53978029906246,42.536056948997576,13254156
2008-01-21,33.93671798706055,40.53978819160406,29.56026239661027,40.53978819160406,33202389
2008-01-22,30.527685165405273,32.24755516287913,24.24708985432898,30.589108647574903,58755707
2008-01-23,33.93671798706055,35.24197605074938,31.0190823152855,31.0190823152855,28425991
2008-01-24,34.01349639892578,36.42438555106599,32.401118860724246,35.76407939234612,29911930
2008-01-25,35.76409149169922,35.93300562471179,34.32062754102647,35.625885989724104,12550722
2008-01-28,36.14798355102539,36.42439033216919,32.40112311372923,35.27269193942354,13601109
2008-01-29,35.54909896850586,36.76222295022257,35.011639714809355,36.240118008972786,7679877
2008-01-30,33.58353042602539,35.779434275320774,33.13820543259315,35.62587450732004,9016102
2008-01-31,31.387630462646484,34.028859807633005,31.01908736591973,33.9367235127543,41538563
2008-02-01,32.4779052734375,32.70824496806364,31.63332639314166,31.925089589777162,9089201
2008-02-04,34.15169906616211,34.55095486488725,33.09213712235169,33.09213712235169,12009385
2008-02-05,35.21126174926758,35.67194104605649,33.47603723114441,34.213123272891615,14593303
2008-02-06,34.904144287109375,35.31875651191166,32.953936398105235,34.24383808901894,12429218
2008-02-07,33.26105499267578,35.610520727796235,33.04607173082633,34.428109663442704,11300078
2008-02-08,32.401123046875,33.752448325126515,31.802238217652647,33.476041544553034,13514197
2008-02-11,30.113075256347656,32.86179659512512,29.790599347480118,32.86179659512512,15133331
2008-02-12,29.575624465942383,31.218715176892097,29.329928366717926,31.019088267840534,10237627
2008-02-13,29.14566421508789,30.48163353147548,28.546781274445962,30.097733943526997,10395753
2008-02-14,31.694744110107422,32.017220040282105,29.790601315852214,29.790601315852214,12514003
2008-02-15,32.60074234008789,32.86179474753865,30.727312561739538,31.57189118459066,12080990
2008-02-18,32.416481018066406,33.33784191714475,32.140074206294585,33.33784191714475,6977153
2008-02-19,32.063289642333984,33.076784609429694,31.81759357716111,33.00000471923741,7226542
2008-02-20,31.264772415161133,31.771520850372877,30.911585815930557,31.756164458496013,5604999
2008-02-21,31.479759216308594,32.01721837776252,31.095859815270078,31.771522344540358,3874365
2008-02-22,31.080522537231445,31.280149515427293,30.11309420197221,30.435570313725286,2691220
2008-02-25,31.341564178466797,31.725463707050142,30.589121519001083,31.449056879585427,6270186
2008-02-26,31.46440887451172,31.909731848797275,31.310849084565806,31.63332506000981,7139423
2008-02-27,33.307125091552734,34.950213532029665,31.925087034417515,31.925087034417515,43223132
2008-02-28,34.243839263916016,34.504891722975984,33.168920804143134,33.629600144045796,35763847
2008-02-29,33.75244140625,34.70451271357306,33.19962795842367,34.02885021295063,16477462
2008-03-03,32.33969497680664,33.41461547451935,31.971151936818476,32.278271483939896,10049153
2008-03-04,31.51047134399414,32.67752599249671,30.71196180338854,32.55467901172282,11485198
2008-03-05,32.09400177001953,32.247561547238995,30.742674480815563,31.664033144132357,8581053
